trade_id,quantity,underlying,expiry,payment_time,strike,call_put,type
2360,10,ANSS,1.79348,1.79895,96,CALL,ODD
2361,-10,EMDR,1.8625,1.86797,73,PUT,REGULAR
2362,10,SSRX,4.24096,4.24643,53,CALL,REGULAR
2363,10,ARMH,3.9163,3.92177,149,PUT,REGULAR
2364,-10,AMCX,3.82988,3.83535,80,CALL,REGULAR
2365,10,ANSS,4.81992,4.82539,86,PUT,REGULAR
2366,10,UHAL,2.03352,2.03899,78,CALL,REGULAR
2367,-10,ANIP,1.28102,1.28649,116,PUT,REGULAR
2368,10,AMRK,4.87718,4.88265,134,CALL,ODD
2369,10,AMRK,0.97072,0.97619,82,PUT,REGULAR
2370,-10,EGHT,4.88952,4.89499,126,CALL,REGULAR
2371,10,AGNCB,0.37035,0.37582,145,PUT,REGULAR
2372,10,FUBC,2.17802,2.18349,25,CALL,REGULAR
2373,-10,AGNCB,4.30398,4.30945,133,PUT,REGULAR
2374,10,ACAD,3.89466,3.90013,78,CALL,REGULAR
2375,10,ANIP,0.86554,0.87101,131,PUT,REGULAR
2376,-10,ACIU,3.72542,3.73089,120,CALL,ODD
2377,10,ARIS,3.27958,3.28505,86,PUT,REGULAR
2378,10,ATNY,3.10864,3.11411,130,CALL,REGULAR
2379,-10,FLWS,2.67674,2.68221,143,PUT,REGULAR
2380,10,ASV,1.2103,1.21577,73,CALL,REGULAR
2381,10,ACNB,0.47639,0.48186,43,PUT,REGULAR
2382,-10,ARMH,2.09752,2.10299,65,CALL,REGULAR
2383,10,ASBB,0.19534,0.20081,145,PUT,REGULAR
2384,10,ACAD,4.19225,4.19772,102,CALL,ODD
2385,-10,ACIU,0.77127,0.77674,43,PUT,REGULAR
2386,10,ACNB,1.25478,1.26025,52,CALL,REGULAR
2387,10,AGNCP,2.12899,2.13446,98,PUT,REGULAR
2388,-10,ASML,3.7496,3.75507,37,CALL,REGULAR
2389,10,ASDR,2.38891,2.39438,128,PUT,REGULAR
2390,10,EMDR,1.77538,1.78085,44,CALL,REGULAR
2391,-10,SSRX,1.94244,1.94791,35,PUT,REGULAR
2392,10,RUDR,4.09007,4.09554,85,CALL,ODD
2393,10,ARIS,4.30686,4.31233,45,PUT,REGULAR
2394,-10,ANIP,4.58865,4.59412,149,CALL,REGULAR
2395,10,AEY,0.28685,0.29232,48,PUT,REGULAR
2396,10,AEPI,4.6641,4.66957,84,CALL,REGULAR
2397,-10,EGHT,2.55407,2.55954,21,PUT,REGULAR
2398,10,AMRK,3.58316,3.58863,105,CALL,REGULAR
2399,10,FUBC,1.82118,1.82665,54,PUT,REGULAR
2400,-10,AAON,4.11769,4.12316,147,CALL,ODD
2401,10,ACIU,3.54156,3.54703,88,PUT,REGULAR
2402,10,ANSS,1.99849,2.00396,35,CALL,REGULAR
2403,-10,PIH,3.96851,3.97398,119,PUT,REGULAR
2404,10,ARCW,3.64253,3.648,31,CALL,REGULAR
2405,10,AGNC,4.89181,4.89728,83,PUT,REGULAR
2406,-10,VNET,2.14076,2.14623,42,CALL,REGULAR
2407,10,SWIN,1.59831,1.60378,93,PUT,REGULAR
2408,10,AAON,0.01978,0.02525,77,CALL,ODD
2409,-10,FCTY,4.66008,4.66555,44,PUT,REGULAR
2410,10,EGHT,2.09101,2.09648,105,CALL,REGULAR
2411,10,SSRX,0.76521,0.77068,70,PUT,REGULAR
2412,-10,ANIP,2.63973,2.6452,104,CALL,REGULAR
2413,10,ARMH,0.3209,0.32637,135,PUT,REGULAR
2414,10,ACAD,0.30158,0.30705,37,CALL,REGULAR
2415,-10,AEPI,1.2387,1.24417,50,PUT,REGULAR
2416,10,AGNCP,1.69111,1.69658,141,CALL,ODD
2417,10,SSRX,0.19006,0.19553,91,PUT,REGULAR
2418,-10,JOBS,4.26262,4.26809,140,CALL,REGULAR
2419,10,TURN,3.20109,3.20656,112,PUT,REGULAR
2420,10,ARMH,0.90715,0.91262,112,CALL,REGULAR
2421,-10,ACMR,2.85124,2.85671,22,PUT,REGULAR
2422,10,ACNB,2.27928,2.28475,147,CALL,REGULAR
2423,10,ACIW,4.19231,4.19778,74,PUT,REGULAR
2424,-10,AEPI,0.79808,0.80355,68,CALL,ODD
2425,10,PIH,3.38629,3.39176,85,PUT,REGULAR
2426,10,ATNY,3.92686,3.93233,33,CALL,REGULAR
2427,-10,SRCE,1.82939,1.83486,86,PUT,REGULAR
2428,10,ASV,3.06841,3.07388,82,CALL,REGULAR
2429,10,AMRK,0.47071,0.47618,84,PUT,REGULAR
2430,-10,ABMD,0.34476,0.35023,63,CALL,REGULAR
2431,10,ANAD,3.84707,3.85254,150,PUT,REGULAR
2432,10,ACIW,1.55096,1.55643,73,CALL,ODD
2433,-10,ACNB,2.55748,2.56295,84,PUT,REGULAR
2434,10,ARRS,4.99147,4.99694,52,CALL,REGULAR
2435,10,ACAD,0.39113,0.3966,145,PUT,REGULAR
2436,-10,ACMR,2.80728,2.81275,122,CALL,REGULAR
2437,10,AAON,1.34584,1.35131,118,PUT,REGULAR
2438,10,RUDR,1.39704,1.40251,60,CALL,REGULAR
2439,-10,SWIN,3.02749,3.03296,84,PUT,REGULAR
2440,10,ACMR,4.67737,4.68284,21,CALL,ODD
2441,10,ANAD,1.59619,1.60166,105,PUT,REGULAR
2442,-10,ARIS,3.34037,3.34584,84,CALL,REGULAR
2443,10,ANSS,1.95875,1.96422,62,PUT,REGULAR
2444,10,CAFD,3.79479,3.80026,40,CALL,REGULAR
2445,-10,AEY,1.77059,1.77606,137,PUT,REGULAR
2446,10,AEZS,1.91302,1.91849,142,CALL,REGULAR
2447,10,ASBB,4.63436,4.63983,121,PUT,REGULAR
2448,-10,ADTN,2.11869,2.12416,29,CALL,ODD
2449,10,VNET,0.55381,0.55928,143,PUT,REGULAR
2450,10,ACIU,4.56604,4.57151,65,CALL,REGULAR
2451,-10,AMAG,1.73364,1.73911,146,PUT,REGULAR
2452,10,FLWS,2.19689,2.20236,100,CALL,REGULAR
2453,10,FCCY,3.49127,3.49674,146,PUT,REGULAR
2454,-10,TURN,4.3789,4.38437,116,CALL,REGULAR
2455,10,AMRK,0.08735,0.09282,32,PUT,REGULAR
2456,10,ANSS,3.96803,3.9735,84,CALL,ODD
2457,-10,ANSS,2.2683,2.27377,66,PUT,REGULAR
2458,10,ASV,3.93667,3.94214,124,CALL,REGULAR
2459,10,ACNB,0.07497,0.08044,25,PUT,REGULAR
2460,-10,FLWS,4.10809,4.11356,123,CALL,REGULAR
2461,10,AGNCP,1.5282,1.53367,100,PUT,REGULAR
2462,10,EMDR,3.812,3.81747,55,CALL,REGULAR
2463,-10,ADMA,4.95556,4.96103,68,PUT,REGULAR
2464,10,ACNB,0.90984,0.91531,118,CALL,ODD
2465,10,AEZS,0.44484,0.45031,141,PUT,REGULAR
2466,-10,ACNB,1.08268,1.08815,94,CALL,REGULAR
2467,10,ASML,4.73069,4.73616,124,PUT,REGULAR
2468,10,AGNC,4.39752,4.40299,74,CALL,REGULAR
2469,-10,FLWS,3.93211,3.93758,30,PUT,REGULAR
2470,10,VNET,0.0117,0.01717,112,CALL,REGULAR
2471,10,ACIW,2.40684,2.41231,138,PUT,REGULAR
2472,-10,PIH,0.11304,0.11851,107,CALL,ODD
2473,10,ACIU,1.88359,1.88906,48,PUT,REGULAR
2474,10,SHLM,1.07864,1.08411,135,CALL,REGULAR
2475,-10,AEZS,1.41169,1.41716,89,PUT,REGULAR
2476,10,SHLM,0.08142,0.08689,88,CALL,REGULAR
2477,10,JOBS,3.87158,3.87705,74,PUT,REGULAR
2478,-10,ABMD,1.65355,1.65902,27,CALL,REGULAR
2479,10,VNET,4.77501,4.78048,54,PUT,REGULAR
2480,10,PIH,2.46943,2.4749,111,CALL,ODD
2481,-10,ANAD,4.35267,4.35814,42,PUT,REGULAR
2482,10,ASDR,1.86495,1.87042,53,CALL,REGULAR
2483,10,ADTN,3.75944,3.76491,32,PUT,REGULAR
2484,-10,ADTN,0.80717,0.81264,76,CALL,REGULAR
2485,10,AMCX,4.50579,4.51126,111,PUT,REGULAR
2486,10,ADMA,1.5895,1.59497,134,CALL,REGULAR
2487,-10,ADMA,1.5637,1.56917,137,PUT,REGULAR
2488,10,ARCW,1.18198,1.18745,129,CALL,ODD
2489,10,EMDR,0.62929,0.63476,75,PUT,REGULAR
2490,-10,SHLM,1.25614,1.26161,57,CALL,REGULAR
2491,10,TWOU,3.75116,3.75663,84,PUT,REGULAR
2492,10,ASML,1.86835,1.87382,90,CALL,REGULAR
2493,-10,ACIU,3.97677,3.98224,144,CALL,REGULAR
2494,10,ALJJ,0.16834,0.17381,102,PUT,REGULAR
2495,10,ARRS,3.21752,3.22299,45,CALL,REGULAR
2496,-10,ACIW,2.1609,2.16637,143,PUT,ODD
2497,10,ANSS,3.27757,3.28304,58,CALL,REGULAR
2498,10,TWOU,0.63645,0.64192,76,PUT,REGULAR
2499,-10,TWOU,0.45804,0.46351,70,CALL,REGULAR
2500,10,AEPI,1.55318,1.55865,136,PUT,REGULAR
2501,10,TWOU,1.51799,1.52346,137,CALL,REGULAR
2502,-10,AEPI,3.58802,3.59349,123,PUT,REGULAR
2503,10,SWIN,1.55939,1.56486,51,CALL,REGULAR
2504,10,JOBS,1.7609,1.76637,150,PUT,ODD
2505,-10,ADMA,3.51443,3.5199,102,CALL,REGULAR
2506,10,VNET,0.80798,0.81345,70,PUT,REGULAR
2507,10,AEY,2.92697,2.93244,69,CALL,REGULAR
2508,-10,ARRS,0.96719,0.97266,137,PUT,REGULAR
2509,10,AGNCB,3.46962,3.47509,60,CALL,REGULAR
2510,10,ACAD,0.68134,0.68681,43,PUT,REGULAR
2511,-10,ACAD,2.57305,2.57852,142,CALL,REGULAR
2512,10,ACAD,3.78189,3.78736,140,PUT,ODD
2513,10,AMAG,3.0097,3.01517,147,CALL,REGULAR
2514,-10,AMAG,3.06352,3.06899,99,PUT,REGULAR
2515,10,ASBB,3.28256,3.28803,43,CALL,REGULAR
2516,10,ACAD,3.84838,3.85385,87,PUT,REGULAR
2517,-10,FLWS,2.01191,2.01738,126,CALL,REGULAR
2518,10,ACMR,2.28214,2.28761,126,PUT,REGULAR
2519,10,ASDR,0.27935,0.28482,137,CALL,REGULAR
2520,-10,ASDR,4.25234,4.25781,36,PUT,ODD
2521,10,ABMD,4.16994,4.17541,33,CALL,REGULAR
2522,10,ASV,2.27257,2.27804,50,PUT,REGULAR
2523,-10,SWIN,2.94629,2.95176,103,CALL,REGULAR
2524,10,AMAG,3.75817,3.76364,43,PUT,REGULAR
2525,10,AGNCP,3.81586,3.82133,100,CALL,REGULAR
2526,-10,SSRX,0.97083,0.9763,60,PUT,REGULAR
2527,10,AMRK,1.60021,1.60568,119,CALL,REGULAR
2528,10,ASDR,1.05397,1.05944,22,PUT,ODD
2529,-10,AEY,3.47041,3.47588,101,CALL,REGULAR
2530,10,SHLM,3.2695,3.27497,104,PUT,REGULAR
2531,10,ADMA,2.76996,2.77543,129,CALL,REGULAR
2532,-10,AGNC,3.64897,3.65444,75,PUT,REGULAR
2533,10,FLWS,4.58079,4.58626,65,CALL,REGULAR
2534,10,AEY,4.62329,4.62876,60,PUT,REGULAR
2535,-10,ASBB,2.40221,2.40768,65,CALL,REGULAR
2536,10,ANSS,2.89014,2.89561,129,PUT,ODD
2537,10,CAFD,0.02774,0.03321,123,CALL,REGULAR
2538,-10,ADTN,4.26226,4.26773,118,PUT,REGULAR
2539,10,AGNCP,4.46611,4.47158,118,CALL,REGULAR
2540,10,TURN,3.25595,3.26142,20,PUT,REGULAR
2541,-10,ACIU,2.36923,2.3747,94,CALL,REGULAR
2542,10,AMAG,0.56344,0.56891,92,PUT,REGULAR
2543,10,ARIS,2.2787,2.28417,78,CALL,REGULAR
2544,-10,ACIU,1.8953,1.90077,67,PUT,ODD
2545,10,ADMA,2.82469,2.83016,70,CALL,REGULAR
2546,10,ACNB,3.29285,3.29832,44,PUT,REGULAR
2547,-10,AGNC,3.22573,3.2312,55,CALL,REGULAR
2548,10,AAON,1.755,1.76047,145,PUT,REGULAR
2549,10,ACNB,2.75145,2.75692,91,CALL,REGULAR
2550,-10,AGNCP,3.85579,3.86126,42,PUT,REGULAR
2551,10,ABMD,1.73085,1.73632,127,CALL,REGULAR
2552,10,EGHT,0.40305,0.40852,24,PUT,ODD
2553,-10,ANAD,2.36197,2.36744,42,CALL,REGULAR
2554,10,SRCE,2.38896,2.39443,21,PUT,REGULAR
2555,10,ANIP,0.3567,0.36217,141,CALL,REGULAR
2556,-10,ANSS,2.28009,2.28556,91,PUT,REGULAR
2557,10,ACIU,4.35933,4.3648,22,CALL,REGULAR
2558,10,AGNCP,1.6216,1.62707,35,PUT,REGULAR
2559,-10,ARRS,4.25535,4.26082,117,CALL,REGULAR
2560,10,ACIU,3.08146,3.08693,134,PUT,ODD
2561,10,SHLM,4.01703,4.0225,58,CALL,REGULAR
2562,-10,ANAD,2.68846,2.69393,104,PUT,REGULAR
2563,10,TWOU,1.70485,1.71032,107,CALL,REGULAR
2564,10,ACNB,1.19425,1.19972,43,PUT,REGULAR
2565,-10,SHLM,2.01264,2.01811,72,CALL,REGULAR
2566,10,TWOU,1.56971,1.57518,74,PUT,REGULAR
2567,10,ACNB,4.41411,4.41958,39,CALL,REGULAR
2568,-10,ACIW,4.19594,4.20141,47,PUT,ODD
2569,10,ABMD,1.2848,1.29027,69,CALL,REGULAR
2570,10,EGHT,0.99657,1.00204,129,PUT,REGULAR
2571,-10,ARIS,4.71403,4.7195,116,CALL,REGULAR
2572,10,CAFD,1.56435,1.56982,75,PUT,REGULAR
2573,10,AEY,2.22728,2.23275,23,CALL,REGULAR
2574,-10,ARIS,0.37993,0.3854,71,PUT,REGULAR
2575,10,AEPI,1.45898,1.46445,116,CALL,REGULAR
2576,10,AAON,4.97305,4.97852,30,PUT,ODD
2577,-10,ALJJ,1.28266,1.28813,119,CALL,REGULAR
2578,10,AGNC,4.56687,4.57234,36,PUT,REGULAR
2579,10,ADTN,1.71235,1.71782,116,CALL,REGULAR
2580,-10,ARCW,3.32326,3.32873,111,PUT,REGULAR
2581,10,SHLM,3.02038,3.02585,130,CALL,REGULAR
2582,10,SHLM,4.9121,4.91757,52,PUT,REGULAR
2583,-10,AMAG,2.73347,2.73894,104,CALL,REGULAR
2584,10,ACAD,3.20526,3.21073,136,PUT,ODD
2585,10,FUBC,0.04162,0.04709,108,CALL,REGULAR
2586,-10,AMCX,0.35676,0.36223,63,PUT,REGULAR
2587,10,ASML,2.23619,2.24166,57,CALL,REGULAR
2588,10,ARRS,2.66708,2.67255,31,PUT,REGULAR
2589,-10,VNET,2.41586,2.42133,75,CALL,REGULAR
2590,10,ACAD,0.37758,0.38305,96,PUT,REGULAR
2591,10,AAON,3.33315,3.33862,78,CALL,REGULAR
2592,-10,ADTN,1.67741,1.68288,131,PUT,ODD
2593,10,ALJJ,3.70563,3.7111,148,CALL,REGULAR
2594,10,ASML,1.34773,1.3532,131,PUT,REGULAR
2595,-10,ASML,3.35582,3.36129,71,CALL,REGULAR
2596,10,ASBB,0.65938,0.66485,23,PUT,REGULAR
2597,10,FCCY,0.65208,0.65755,77,CALL,REGULAR
2598,-10,SRCE,1.39101,1.39648,132,PUT,REGULAR
2599,10,TWOU,3.33273,3.3382,120,CALL,REGULAR
2600,10,RUDR,3.29225,3.29772,55,PUT,ODD
2601,-10,ASV,2.4622,2.46767,95,CALL,REGULAR
2602,10,ASV,1.95619,1.96166,106,PUT,REGULAR
2603,10,ATNY,0.69536,0.70083,138,CALL,REGULAR
2604,-10,AMAG,2.36002,2.36549,34,PUT,REGULAR
2605,10,ANSS,4.03755,4.04302,59,CALL,REGULAR
2606,10,FLWS,4.11441,4.11988,77,PUT,REGULAR
2607,-10,SSRX,2.09739,2.10286,66,CALL,REGULAR
2608,10,AMRK,2.03798,2.04345,105,PUT,ODD
2609,10,ANSS,1.49255,1.49802,144,CALL,REGULAR
2610,-10,EGHT,3.85246,3.85793,90,PUT,REGULAR
2611,10,SWIN,0.9506,0.95607,120,CALL,REGULAR
2612,10,SWIN,2.24722,2.25269,35,PUT,REGULAR
2613,-10,AEY,2.39893,2.4044,85,CALL,REGULAR
2614,10,CAFD,2.21959,2.22506,94,PUT,REGULAR
2615,10,EGHT,4.16049,4.16596,80,CALL,REGULAR
2616,-10,TWOU,0.2456,0.25107,76,PUT,ODD
2617,10,FCTY,4.66883,4.6743,29,CALL,REGULAR
2618,10,RUDR,2.92092,2.92639,106,PUT,REGULAR
2619,-10,ABMD,2.55399,2.55946,102,CALL,REGULAR
2620,10,ASDR,2.28595,2.29142,48,PUT,REGULAR
2621,10,SWIN,1.92062,1.92609,112,CALL,REGULAR
2622,-10,PIH,3.92269,3.92816,134,PUT,REGULAR
2623,10,UHAL,3.45169,3.45716,28,CALL,REGULAR
2624,10,ADMA,2.0048,2.01027,147,PUT,ODD
2625,-10,ADTN,4.35106,4.35653,105,CALL,REGULAR
2626,10,ASDR,4.0921,4.09757,23,PUT,REGULAR
2627,10,FUBC,2.84977,2.85524,91,CALL,REGULAR
2628,-10,ARCW,2.33921,2.34468,109,PUT,REGULAR
2629,10,AGNC,3.94668,3.95215,93,CALL,REGULAR
2630,10,SHLM,4.9885,4.99397,50,PUT,REGULAR
2631,-10,AMAG,3.0497,3.05517,36,CALL,REGULAR
2632,10,SWIN,0.13955,0.14502,139,PUT,ODD
2633,10,SWIN,4.08481,4.09028,42,CALL,REGULAR
2634,-10,ARCW,4.13226,4.13773,31,PUT,REGULAR
2635,10,ACAD,0.90222,0.90769,142,CALL,REGULAR
2636,10,ALJJ,3.41605,3.42152,139,PUT,REGULAR
2637,-10,ACNB,0.77656,0.78203,44,CALL,REGULAR
2638,10,EMDR,2.57656,2.58203,85,PUT,REGULAR
2639,10,FUBC,3.56892,3.57439,93,CALL,REGULAR
2640,-10,ACMR,4.98319,4.98866,23,PUT,ODD
2641,10,TWOU,0.74003,0.7455,44,CALL,REGULAR
2642,10,SRCE,4.22832,4.23379,50,PUT,REGULAR
2643,-10,AMRK,1.96719,1.97266,146,CALL,REGULAR
2644,10,AGNCP,0.01465,0.02012,45,PUT,REGULAR
2645,10,ATNY,2.00541,2.01088,31,CALL,REGULAR
2646,-10,ACIU,0.0513,0.05677,146,PUT,REGULAR
2647,10,ADMA,1.60894,1.61441,112,CALL,REGULAR
2648,10,TURN,2.82397,2.82944,142,PUT,ODD
2649,-10,AEY,3.71115,3.71662,94,CALL,REGULAR
2650,10,UHAL,1.88306,1.88853,38,PUT,REGULAR
2651,10,ARIS,1.26523,1.2707,59,CALL,REGULAR
2652,-10,TWOU,2.56503,2.5705,150,PUT,REGULAR
2653,10,ANSS,4.7487,4.75417,62,CALL,REGULAR
2654,10,FUBC,3.11873,3.1242,63,PUT,REGULAR
2655,-10,EMDR,0.79829,0.80376,76,CALL,REGULAR
2656,10,EMDR,4.42994,4.43541,80,PUT,ODD
2657,10,AMCX,1.0449,1.05037,121,CALL,REGULAR
2658,-10,FCTY,2.89509,2.90056,117,PUT,REGULAR
2659,10,ARIS,4.19403,4.1995,96,CALL,REGULAR
2660,10,PIH,2.65002,2.65549,105,PUT,REGULAR
2661,-10,ACIW,4.38302,4.38849,21,CALL,REGULAR
2662,10,ASV,1.11272,1.11819,126,PUT,REGULAR
2663,10,TURN,4.17055,4.17602,83,CALL,REGULAR
2664,-10,TURN,1.76457,1.77004,107,PUT,ODD
2665,10,ALJJ,4.80441,4.80988,55,CALL,REGULAR
2666,10,ANIP,3.99725,4.00272,43,PUT,REGULAR
2667,-10,AEZS,3.5521,3.55757,101,CALL,REGULAR
2668,10,UHAL,3.82684,3.83231,143,PUT,REGULAR
2669,10,AEY,0.2023,0.20777,39,CALL,REGULAR
2670,-10,ADMA,1.75018,1.75565,97,PUT,REGULAR
2671,10,TWOU,2.86594,2.87141,150,CALL,REGULAR
2672,10,AEZS,2.9839,2.98937,99,PUT,ODD
2673,-10,FCTY,4.69144,4.69691,102,CALL,REGULAR
2674,10,ADTN,3.74734,3.75281,137,PUT,REGULAR
2675,10,SHLM,3.57065,3.57612,81,CALL,REGULAR
2676,-10,RUDR,0.70119,0.70666,98,PUT,REGULAR
2677,10,SHLM,1.36006,1.36553,111,CALL,REGULAR
2678,10,ARIS,4.99065,4.99612,38,PUT,REGULAR
2679,-10,TWOU,4.65185,4.65732,114,CALL,REGULAR
2680,10,AMRK,1.45141,1.45688,113,PUT,ODD
2681,10,AMRK,4.39329,4.39876,101,CALL,REGULAR
2682,-10,AEZS,1.29644,1.30191,50,PUT,REGULAR
2683,10,FUBC,1.3697,1.37517,107,CALL,REGULAR
2684,10,ARIS,3.34258,3.34805,56,PUT,REGULAR
2685,-10,AEPI,2.51532,2.52079,107,CALL,REGULAR
2686,10,ARRS,3.4834,3.48887,60,PUT,REGULAR
2687,10,ANSS,1.32116,1.32663,52,CALL,REGULAR
2688,-10,ARMH,3.86961,3.87508,27,PUT,ODD
2689,10,ALJJ,3.38122,3.38669,146,CALL,REGULAR
2690,10,ASML,4.19502,4.20049,125,PUT,REGULAR
2691,-10,SSRX,2.95171,2.95718,48,CALL,REGULAR
2692,10,ADTN,0.7815,0.78697,72,PUT,REGULAR
2693,10,ANSS,3.4367,3.44217,110,CALL,REGULAR
2694,-10,ARRS,4.60351,4.60898,93,PUT,REGULAR
2695,10,JOBS,4.46524,4.47071,66,CALL,REGULAR
2696,10,ACAD,4.79482,4.80029,58,PUT,ODD
2697,-10,ADMA,4.76359,4.76906,28,CALL,REGULAR
2698,10,AGNCP,0.64682,0.65229,115,PUT,REGULAR
2699,10,VNET,2.06266,2.06813,65,CALL,REGULAR
2700,-10,ASBB,1.26151,1.26698,127,PUT,REGULAR
2701,10,ASDR,3.62137,3.62684,149,CALL,REGULAR
2702,10,ACAD,0.02207,0.02754,115,PUT,REGULAR
2703,-10,AMCX,1.24675,1.25222,65,CALL,REGULAR
2704,10,ASBB,1.16636,1.17183,67,PUT,ODD
2705,10,UHAL,0.63292,0.63839,36,CALL,REGULAR
2706,-10,ADMA,0.35674,0.36221,68,PUT,REGULAR
2707,10,FCCY,2.56462,2.57009,117,CALL,REGULAR
2708,10,AMAG,2.09235,2.09782,24,PUT,REGULAR
2709,-10,ACAD,0.21355,0.21902,81,CALL,REGULAR
2710,10,ASV,1.51246,1.51793,23,PUT,REGULAR
2711,10,ARCW,2.23314,2.23861,89,CALL,REGULAR
2712,-10,ABMD,1.30558,1.31105,144,PUT,ODD
2713,10,SWIN,4.60286,4.60833,117,CALL,REGULAR
2714,10,CAFD,1.06018,1.06565,66,PUT,REGULAR
2715,-10,ADTN,4.38831,4.39378,120,CALL,REGULAR
2716,10,FCCY,4.77155,4.77702,85,PUT,REGULAR
2717,10,SWIN,0.40222,0.40769,95,CALL,REGULAR
2718,-10,ARRS,4.49609,4.50156,118,PUT,REGULAR
2719,10,TURN,1.14793,1.1534,57,CALL,REGULAR
2720,10,ACAD,3.80031,3.80578,116,PUT,ODD
2721,-10,EMDR,2.31003,2.3155,106,CALL,REGULAR
2722,10,ARIS,2.83242,2.83789,67,PUT,REGULAR
2723,10,AAON,0.57465,0.58012,75,CALL,REGULAR
2724,-10,ARCW,3.08064,3.08611,33,PUT,REGULAR
2725,10,ADMA,2.14844,2.15391,59,CALL,REGULAR
2726,10,FCCY,0.19291,0.19838,74,PUT,REGULAR
2727,-10,ACNB,3.09904,3.10451,122,CALL,REGULAR
2728,10,RUDR,3.74339,3.74886,69,PUT,ODD
2729,10,TURN,1.73246,1.73793,97,CALL,REGULAR
2730,-10,ANSS,4.70001,4.70548,63,PUT,REGULAR
2731,10,EGHT,3.78995,3.79542,121,CALL,REGULAR
2732,10,ABMD,0.60657,0.61204,72,PUT,REGULAR
2733,-10,ANAD,3.8885,3.89397,41,CALL,REGULAR
2734,10,EMDR,4.1786,4.18407,70,PUT,REGULAR
2735,10,FLWS,0.67085,0.67632,105,CALL,REGULAR
2736,-10,ACIU,3.31657,3.32204,71,PUT,ODD
2737,10,AMAG,1.54004,1.54551,91,CALL,REGULAR
2738,10,AEPI,2.88865,2.89412,57,PUT,REGULAR
2739,-10,RUDR,2.17191,2.17738,38,CALL,REGULAR
2740,10,ACMR,0.28547,0.29094,134,PUT,REGULAR
2741,10,ASV,3.03039,3.03586,61,CALL,REGULAR
2742,-10,ABMD,4.42534,4.43081,149,PUT,REGULAR
2743,10,FCCY,4.93152,4.93699,119,CALL,REGULAR
2744,10,UHAL,1.98873,1.9942,56,PUT,ODD
2745,-10,JOBS,0.74422,0.74969,77,CALL,REGULAR
2746,10,AEY,0.80086,0.80633,71,PUT,REGULAR
2747,10,SWIN,1.4599,1.46537,38,CALL,REGULAR
2748,-10,TWOU,3.70879,3.71426,79,PUT,REGULAR
2749,10,UHAL,0.69284,0.69831,60,CALL,REGULAR
2750,10,SRCE,1.20037,1.20584,78,PUT,REGULAR
2751,-10,FCTY,2.66835,2.67382,72,CALL,REGULAR
2752,10,AMRK,3.88117,3.88664,67,PUT,ODD
2753,10,ARRS,3.38319,3.38866,83,CALL,REGULAR
2754,-10,ACMR,3.65621,3.66168,97,PUT,REGULAR
2755,10,AEY,3.96903,3.9745,87,CALL,REGULAR
2756,10,ACIW,0.96698,0.97245,97,PUT,REGULAR
2757,-10,TURN,2.55163,2.5571,71,CALL,REGULAR
2758,10,ACIW,3.75603,3.7615,28,PUT,REGULAR
2759,10,ACIU,0.75575,0.76122,51,CALL,REGULAR
2760,-10,TURN,0.35006,0.35553,137,PUT,ODD
2761,10,ADMA,0.79766,0.80313,45,CALL,REGULAR
2762,10,TURN,2.67234,2.67781,69,PUT,REGULAR
2763,-10,SRCE,3.08846,3.09393,40,CALL,REGULAR
2764,10,RUDR,2.41489,2.42036,23,PUT,REGULAR
2765,10,JOBS,0.07316,0.07863,57,CALL,REGULAR
2766,-10,ASML,2.72423,2.7297,102,PUT,REGULAR
2767,10,SHLM,4.17833,4.1838,107,CALL,REGULAR
2768,10,AEPI,2.27504,2.28051,20,PUT,ODD
2769,-10,ASML,4.60634,4.61181,78,CALL,REGULAR
2770,10,SHLM,2.886,2.89147,45,PUT,REGULAR
2771,10,AEY,0.58683,0.5923,136,CALL,REGULAR
2772,-10,ABMD,0.91357,0.91904,87,PUT,REGULAR
2773,10,ARRS,4.3717,4.37717,127,CALL,REGULAR
2774,10,ANAD,1.4957,1.50117,58,PUT,REGULAR
2775,-10,ARIS,0.32147,0.32694,24,CALL,REGULAR
2776,10,AGNC,0.69267,0.69814,43,PUT,ODD
2777,10,ASBB,0.80312,0.80859,32,CALL,REGULAR
2778,-10,AEY,2.79004,2.79551,69,PUT,REGULAR
2779,10,RUDR,0.17093,0.1764,129,CALL,REGULAR
2780,10,AMAG,2.93257,2.93804,61,PUT,REGULAR
2781,-10,ACIW,1.65103,1.6565,87,CALL,REGULAR
2782,10,ARCW,4.29862,4.30409,101,PUT,REGULAR
2783,10,ARRS,4.31638,4.32185,131,CALL,REGULAR
2784,-10,AGNCP,4.60321,4.60868,40,PUT,ODD
2785,10,AMAG,0.6291,0.63457,142,CALL,REGULAR
2786,10,FLWS,3.91898,3.92445,72,PUT,REGULAR
2787,-10,JOBS,0.30979,0.31526,79,CALL,REGULAR
2788,10,FLWS,4.79307,4.79854,77,PUT,REGULAR
2789,10,AAON,3.10222,3.10769,39,CALL,REGULAR
2790,-10,AEY,2.40729,2.41276,52,PUT,REGULAR
2791,10,ACIW,0.31726,0.32273,144,CALL,REGULAR
2792,10,ATNY,4.7132,4.71867,89,PUT,ODD
2793,-10,AMRK,4.92126,4.92673,44,CALL,REGULAR
2794,10,AGNCB,3.10959,3.11506,37,PUT,REGULAR
2795,10,ABMD,3.62857,3.63404,57,CALL,REGULAR
